case_number,date_filed,time_filed,crime_type_code,description,status,district_name,police_station,location_name,location_lat,location_lng,investigation_office,year_filed,month_filed,hour_of_crime
KAR/VIJ/2024/1320,2024-10-09,15:40:00,vehicle_theft,"Reported incident of vehicle theft at Near Parekh Chowk, Vijayapura. Suspect vehicle noticed with plate KA-26-KA-2385.",chargesheeted,Vijayapura,Vijayapura Suburban PS,"Near Parekh Chowk, Vijayapura",16.8243,75.7031,Insp. Lila Nadig,2024,10,15
KAR/BID/2024/1321,2024-11-06,11:24:00,vehicle_theft,"Reported incident of vehicle theft at Near Randhawa Marg, Bidar. Suspect vehicle noticed with plate KA-26-B-4775.",open,Bidar,Bidar Traffic PS,"Near Randhawa Marg, Bidar",18.0103,77.4584,Insp. Karan Deol,2024,11,11
KAR/SHI/2024/1322,2024-01-06,15:27:00,chain_snatching,"Reported incident of chain snatching at Near Nagi Circle, Shivamogga. Suspect vehicle noticed with plate KA-27-KB-5469.",chargesheeted,Shivamogga,Shivamogga Market PS,"Near Nagi Circle, Shivamogga",13.974,75.6079,Insp. Ishani Dhillon,2024,1,15
KAR/BEN/2024/1323,2025-04-15,13:32:00,assault,"Reported incident of assault at Near Narula Circle, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Narula Circle, Bengaluru Urban",13.0307,77.5806,Insp. Meghana Sarin,2025,4,13
KAR/BEN/2024/1324,2024-11-21,07:01:00,burglary,"Reported incident of burglary at Near Raj Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Raj Ganj, Bengaluru Urban",13.028,77.5394,Insp. Damyanti Ranganathan,2024,11,7
KAR/BEL/2024/1325,2024-04-29,05:40:00,vehicle_theft,"Reported incident of vehicle theft at Near Parekh Chowk, Belagavi. Suspect vehicle noticed with plate KA-36-A-3205.",under_investigation,Belagavi,Belagavi Industrial PS,"Near Parekh Chowk, Belagavi",15.7847,74.5362,Insp. Lucky Sodhi,2024,4,5
KAR/BEN/2024/1326,2025-03-30,17:48:00,drug_offence,"Reported incident of drug offence at Near Bhakta Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Bhakta Path, Bengaluru Urban",13.0171,77.5242,Insp. Aishani Lala,2025,3,17
KAR/BEN/2024/1327,2025-03-22,18:41:00,drug_offence,"Reported incident of drug offence at Near Atwal Zila, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural West PS,"Near Atwal Zila, Bengaluru Rural",13.2985,77.6382,Insp. Tanvi Chand,2025,3,18
KAR/TUM/2024/1328,2024-10-09,11:19:00,vehicle_theft,"Reported incident of vehicle theft at Near Dalal Path, Tumakuru. Suspect vehicle noticed with plate KA-34-P-1826.",under_investigation,Tumakuru,Tumakuru Traffic PS,"Near Dalal Path, Tumakuru",13.2781,77.1017,Insp. Jonathan Chandra,2024,10,11
KAR/BID/2024/1329,2024-11-15,06:43:00,vehicle_theft,"Reported incident of vehicle theft at Near Narayanan, Bidar. Suspect vehicle noticed with plate KA-21-KA-5864.",closed,Bidar,Bidar Traffic PS,"Near Narayanan, Bidar",17.9954,77.4844,Insp. Daksh Sen,2024,11,6
KAR/KAL/2024/1330,2024-03-17,12:13:00,fraud,"Reported incident of fraud at Near Vaidya Chowk, Kalaburagi.",chargesheeted,Kalaburagi,Kalaburagi Market PS,"Near Vaidya Chowk, Kalaburagi",17.3457,76.786,Insp. Ekansh Sachdeva,2024,3,12
KAR/BEL/2024/1331,2024-03-03,17:17:00,assault,"Reported incident of assault at Near Johal Zila, Belagavi.",open,Belagavi,Belagavi Town PS,"Near Johal Zila, Belagavi",15.811,74.5317,Insp. Geetika Nagar,2024,3,17
KAR/BEN/2024/1332,2025-03-14,07:27:00,assault,"Reported incident of assault at Near Viswanathan Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Viswanathan Street, Bengaluru Urban",12.9825,77.5448,Insp. Irya Date,2025,3,7
KAR/MYS/2024/1333,2024-11-26,14:25:00,fraud,"Reported incident of fraud at Near Kata Street, Mysuru.",under_investigation,Mysuru,Mysuru West PS,"Near Kata Street, Mysuru",12.3216,76.5997,Insp. Amrita Subramanian,2024,11,14
KAR/SHI/2024/1334,2024-11-13,19:13:00,chain_snatching,"Reported incident of chain snatching at Near Modi Street, Shivamogga. Suspect vehicle noticed with plate KA-55-KA-2051.",chargesheeted,Shivamogga,Shivamogga Town PS,"Near Modi Street, Shivamogga",13.9341,75.5328,Insp. Prisha Chakrabarti,2024,11,19
KAR/BEN/2024/1335,2024-05-23,09:12:00,hit_and_run,"Reported incident of hit and run at Near Chaudhary Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Chaudhary Nagar, Bengaluru Urban",12.9748,77.5503,Insp. Tejas Lall,2024,5,9
KAR/MAN/2024/1336,2024-09-03,15:41:00,robbery,"Reported incident of robbery at Near Varma Marg, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-14-P-1446.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Varma Marg, Mangaluru (Dakshina Kannada)",12.9283,74.8362,Insp. Arya Chowdhury,2024,9,15
KAR/BEN/2024/1337,2025-02-10,18:36:00,fraud,"Reported incident of fraud at Near Atwal Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Atwal Circle, Bengaluru Urban",12.991,77.5875,Insp. Aarna Zacharia,2025,2,18
KAR/RAI/2024/1338,2025-01-22,15:19:00,chain_snatching,"Reported incident of chain snatching at Near Chadha Path, Raichur. Suspect vehicle noticed with plate KA-07-P-5549.",open,Raichur,Raichur Traffic PS,"Near Chadha Path, Raichur",16.2546,77.3638,Insp. Jalsa Walla,2025,1,15
KAR/BEN/2024/1339,2024-01-06,00:47:00,drug_offence,"Reported incident of drug offence at Near Mander Nagar, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Mander Nagar, Bengaluru Urban",12.9228,77.5809,Insp. Harinakshi Balakrishnan,2024,1,0
KAR/BEN/2024/1340,2024-10-25,00:30:00,chain_snatching,"Reported incident of chain snatching at Near Cheema Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-13-M-7911.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Cheema Street, Bengaluru Urban",13.0001,77.6493,Insp. Onveer Subramanian,2024,10,0
KAR/HAS/2024/1341,2024-11-23,05:25:00,chain_snatching,"Reported incident of chain snatching at Near Vaidya, Hassan. Suspect vehicle noticed with plate KA-27-P-1259.",under_investigation,Hassan,Hassan Market PS,"Near Vaidya, Hassan",13.098,76.1728,Insp. Odika Kapoor,2024,11,5
KAR/UDU/2024/1342,2025-02-28,15:00:00,cybercrime,"Reported incident of cybercrime at Near Bal Street, Udupi.",open,Udupi,Udupi Suburban PS,"Near Bal Street, Udupi",13.2901,74.7663,Insp. Orinder Bala,2025,2,15
KAR/SHI/2024/1343,2024-12-25,10:54:00,vehicle_theft,"Reported incident of vehicle theft at Near Vohra Marg, Shivamogga. Suspect vehicle noticed with plate KA-47-M-2808.",open,Shivamogga,Shivamogga Industrial PS,"Near Vohra Marg, Shivamogga",13.8719,75.5058,Insp. Jonathan Chokshi,2024,12,10
KAR/KOL/2024/1344,2024-12-22,14:16:00,assault,"Reported incident of assault at Near Narang Road, Kolar.",closed,Kolar,Kolar Industrial PS,"Near Narang Road, Kolar",13.212,78.0398,Insp. Chavvi Bhattacharyya,2024,12,14
KAR/BEN/2024/1345,2024-04-03,19:59:00,fraud,"Reported incident of fraud at Near Chaudhry, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Chaudhry, Bengaluru Urban",13.0343,77.5421,Insp. William Tara,2024,4,19
KAR/MAN/2024/1346,2024-11-09,22:46:00,drug_offence,"Reported incident of drug offence at Near Sandal Road, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Sandal Road, Mangaluru (Dakshina Kannada)",12.859,74.8554,Insp. Jacob Sengupta,2024,11,22
KAR/BEN/2024/1347,2024-07-14,15:32:00,cybercrime,"Reported incident of cybercrime at Near Mistry Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Mistry Path, Bengaluru Urban",13.0069,77.5962,Insp. Chanchal Chahal,2024,7,15
KAR/BEN/2024/1348,2024-10-04,10:23:00,kidnapping,"Reported incident of kidnapping at Near Kari Path, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Kari Path, Bengaluru Urban",13.016,77.5476,Insp. Aditya Shan,2024,10,10
KAR/BEN/2024/1349,2024-09-28,06:57:00,hit_and_run,"Reported incident of hit and run at Near Saxena Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Saxena Street, Bengaluru Urban",12.9972,77.5799,Insp. Ayaan Pant,2024,9,6
KAR/BID/2024/1350,2025-04-11,16:50:00,assault,"Reported incident of assault at Near Lal Ganj, Bidar.",open,Bidar,Bidar Suburban PS,"Near Lal Ganj, Bidar",17.891,77.4818,Insp. Manan Modi,2025,4,16
KAR/UDU/2024/1351,2024-05-13,21:10:00,eve_teasing,"Reported incident of eve teasing at Near Ramesh Path, Udupi.",under_investigation,Udupi,Udupi Rural PS,"Near Ramesh Path, Udupi",13.3825,74.6694,Insp. Jatin Patla,2024,5,21
KAR/BEN/2024/1352,2025-03-02,11:09:00,fraud,"Reported incident of fraud at Near Sachdev Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sachdev Road, Bengaluru Urban",13.007,77.5891,Insp. Isaiah Radhakrishnan,2025,3,11
KAR/CHI/2024/1353,2024-12-21,22:46:00,burglary,"Reported incident of burglary at Near Sachdev Path, Chikkamagaluru.",under_investigation,Chikkamagaluru,Chikkamagaluru Rural PS,"Near Sachdev Path, Chikkamagaluru",13.2528,75.776,Insp. Upasna Sangha,2024,12,22
KAR/KOP/2024/1354,2024-03-11,11:55:00,vehicle_theft,"Reported incident of vehicle theft at Near Ratti, Koppal. Suspect vehicle noticed with plate KA-45-KB-2565.",chargesheeted,Koppal,Koppal Traffic PS,"Near Ratti, Koppal",15.3622,76.1976,Insp. Tejas Behl,2024,3,11
KAR/VIJ/2024/1355,2024-11-26,20:23:00,fraud,"Reported incident of fraud at Near Agrawal Circle, Vijayapura.",open,Vijayapura,Vijayapura Town PS,"Near Agrawal Circle, Vijayapura",16.7775,75.7636,Insp. Omya Soni,2024,11,20
KAR/MYS/2024/1356,2024-12-05,15:26:00,robbery,"Reported incident of robbery at Near Sharma Nagar, Mysuru. Suspect vehicle noticed with plate KA-29-KA-1190.",open,Mysuru,Mysuru North PS,"Near Sharma Nagar, Mysuru",12.3558,76.7103,Insp. Aayush Ganesan,2024,12,15
KAR/HUB/2024/1357,2024-03-12,08:14:00,assault,"Reported incident of assault at Near Shetty Marg, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Suburban PS,"Near Shetty Marg, Hubballi-Dharwad",15.3096,75.1221,Insp. Joshua Dass,2024,3,8
KAR/BEN/2024/1358,2024-07-09,15:10:00,burglary,"Reported incident of burglary at Near Pau Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Pau Street, Bengaluru Urban",12.9892,77.5945,Insp. Vritti Nadig,2024,7,15
KAR/KAL/2024/1359,2024-11-12,05:45:00,cybercrime,"Reported incident of cybercrime at Near Subramaniam Chowk, Kalaburagi.",chargesheeted,Kalaburagi,Kalaburagi Town PS,"Near Subramaniam Chowk, Kalaburagi",17.3729,76.8051,Insp. Ubika Sarraf,2024,11,5
KAR/VIJ/2024/1360,2024-12-07,10:26:00,vehicle_theft,"Reported incident of vehicle theft at Near Minhas Ganj, Vijayapura. Suspect vehicle noticed with plate KA-31-P-9712.",open,Vijayapura,Vijayapura Market PS,"Near Minhas Ganj, Vijayapura",16.8811,75.6681,Insp. Qadim Nori,2024,12,10
KAR/BEN/2024/1361,2024-04-11,05:28:00,robbery,"Reported incident of robbery at Near Date Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-53-KA-5112.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Date Nagar, Bengaluru Urban",13.0058,77.5895,Insp. Ria Badal,2024,4,5
KAR/BEN/2024/1362,2024-08-16,03:47:00,assault,"Reported incident of assault at Near Majumdar Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Majumdar Chowk, Bengaluru Urban",12.9781,77.5652,Insp. Vamakshi Bal,2024,8,3
KAR/BAL/2024/1363,2024-07-29,13:02:00,hit_and_run,"Reported incident of hit and run at Near Raja Chowk, Ballari.",under_investigation,Ballari,Ballari Traffic PS,"Near Raja Chowk, Ballari",15.0906,76.9481,Insp. Zashil Borra,2024,7,13
KAR/BAL/2024/1364,2024-03-14,21:16:00,fraud,"Reported incident of fraud at Near Cherian Street, Ballari.",under_investigation,Ballari,Ballari Traffic PS,"Near Cherian Street, Ballari",15.1155,76.9416,Insp. Fiyaz Wason,2024,3,21
KAR/BEN/2024/1365,2024-04-21,21:31:00,vehicle_theft,"Reported incident of vehicle theft at Near Iyer Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-39-B-9771.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Iyer Circle, Bengaluru Urban",12.9793,77.5687,Insp. Lohit Bera,2024,4,21
KAR/BEN/2024/1366,2025-03-12,18:53:00,assault,"Reported incident of assault at Near Singh Road, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Singh Road, Bengaluru Urban",13.0132,77.578,Insp. Anika Viswanathan,2025,3,18
KAR/HAS/2024/1367,2024-12-21,02:38:00,burglary,"Reported incident of burglary at Near Narula Path, Hassan.",under_investigation,Hassan,Hassan Town PS,"Near Narula Path, Hassan",13.0331,75.999,Insp. Dev Khurana,2024,12,2
KAR/MAN/2024/1368,2024-11-21,06:57:00,vehicle_theft,"Reported incident of vehicle theft at Near Khosla Zila, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-42-KA-2912.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Market PS,"Near Khosla Zila, Mangaluru (Dakshina Kannada)",12.8762,74.8652,Insp. Umang Sidhu,2024,11,6
KAR/HAS/2024/1369,2024-04-18,05:45:00,burglary,"Reported incident of burglary at Near Krishnamurthy Path, Hassan.",under_investigation,Hassan,Hassan Industrial PS,"Near Krishnamurthy Path, Hassan",13.0018,76.1082,Insp. Sanya Devan,2024,4,5
KAR/KAL/2024/1370,2024-07-16,04:10:00,robbery,"Reported incident of robbery at Near Kunda Ganj, Kalaburagi. Suspect vehicle noticed with plate KA-39-P-7886.",under_investigation,Kalaburagi,Kalaburagi Town PS,"Near Kunda Ganj, Kalaburagi",17.3619,76.7589,Insp. Tamanna Borah,2024,7,4
KAR/BEN/2024/1371,2025-05-06,08:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Naidu Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-21-KA-9370.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Naidu Chowk, Bengaluru Urban",12.9936,77.5196,Insp. Dayamai Gade,2025,5,8
KAR/BEN/2024/1372,2024-11-27,13:46:00,chain_snatching,"Reported incident of chain snatching at Near Arora Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-06-A-7944.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Arora Street, Bengaluru Urban",12.9951,77.6544,Insp. Oni Kadakia,2024,11,13
KAR/HAS/2024/1373,2024-02-12,07:39:00,fraud,"Reported incident of fraud at Near Rau Zila, Hassan.",open,Hassan,Hassan Market PS,"Near Rau Zila, Hassan",13.1066,76.1856,Insp. Teerth Ranganathan,2024,2,7
KAR/BEN/2024/1374,2024-04-30,04:46:00,vehicle_theft,"Reported incident of vehicle theft at Near Sachdev Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-46-KA-2579.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sachdev Ganj, Bengaluru Urban",13.0048,77.5593,Insp. Devika Edwin,2024,4,4
KAR/BEN/2024/1375,2024-11-21,00:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Naik Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-11-M-7347.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Naik Road, Bengaluru Urban",12.9685,77.5689,Insp. Zilmil Mandal,2024,11,0
KAR/BEN/2024/1376,2024-08-18,00:55:00,chain_snatching,"Reported incident of chain snatching at Near Subramanian Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-04-P-3750.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Subramanian Street, Bengaluru Urban",13.0059,77.6089,Insp. Ojas Thakkar,2024,8,0
KAR/BEN/2024/1377,2024-11-21,09:17:00,cybercrime,"Reported incident of cybercrime at Near Bora Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Bora Path, Bengaluru Urban",12.9918,77.5917,Insp. Bhavika Sodhi,2024,11,9
KAR/BEN/2024/1378,2024-08-06,22:46:00,hit_and_run,"Reported incident of hit and run at Near Lad, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban West PS,"Near Lad, Bengaluru Urban",12.9034,77.5564,Insp. Robert Shankar,2024,8,22
KAR/BEN/2024/1379,2024-07-11,23:14:00,kidnapping,"Reported incident of kidnapping at Near Chaudhuri Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Chaudhuri Zila, Bengaluru Urban",13.0005,77.6125,Insp. Hemani Balakrishnan,2024,7,23
KAR/CHI/2024/1380,2025-05-23,13:05:00,cybercrime,"Reported incident of cybercrime at Near Agarwal Marg, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Agarwal Marg, Chikkamagaluru",13.2469,75.7446,Insp. Chakrika Sharaf,2025,5,13
KAR/BID/2024/1381,2024-11-16,20:10:00,chain_snatching,"Reported incident of chain snatching at Near Biswas Chowk, Bidar. Suspect vehicle noticed with plate KA-47-N-3401.",open,Bidar,Bidar Rural PS,"Near Biswas Chowk, Bidar",17.9823,77.4746,Insp. Nikita Chakraborty,2024,11,20
KAR/BEN/2024/1382,2024-11-16,00:26:00,vehicle_theft,"Reported incident of vehicle theft at Near Acharya Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-01-KA-2431.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Acharya Road, Bengaluru Urban",12.9856,77.5971,Insp. Advaith Hayre,2024,11,0
KAR/RAI/2024/1383,2024-08-16,18:37:00,burglary,"Reported incident of burglary at Near Edwin Marg, Raichur.",open,Raichur,Raichur Industrial PS,"Near Edwin Marg, Raichur",16.1396,77.384,Insp. Nathaniel Pandya,2024,8,18
KAR/DAV/2024/1384,2025-05-29,15:20:00,assault,"Reported incident of assault at Near Pingle Ganj, Davangere.",closed,Davangere,Davangere Traffic PS,"Near Pingle Ganj, Davangere",14.5343,75.8901,Insp. Bhavani Ravel,2025,5,15
KAR/HUB/2024/1385,2024-10-23,01:34:00,cybercrime,"Reported incident of cybercrime at Near Pall Street, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Market PS,"Near Pall Street, Hubballi-Dharwad",15.3551,75.0932,Insp. Yash Mishra,2024,10,1
KAR/BEN/2024/1386,2024-11-04,20:11:00,chain_snatching,"Reported incident of chain snatching at Near Bail Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-17-M-7987.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bail Marg, Bengaluru Urban",13.0179,77.6369,Insp. Omkaar Sampath,2024,11,20
KAR/BEN/2024/1387,2025-03-16,16:41:00,cybercrime,"Reported incident of cybercrime at Near Bhatti Nagar, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bhatti Nagar, Bengaluru Urban",12.9795,77.6513,Insp. Lekha Sachdev,2025,3,16
KAR/BEL/2024/1388,2024-05-28,14:53:00,vehicle_theft,"Reported incident of vehicle theft at Near Dixit Road, Belagavi. Suspect vehicle noticed with plate KA-26-A-6469.",under_investigation,Belagavi,Belagavi Town PS,"Near Dixit Road, Belagavi",15.8281,74.5341,Insp. Jeevika Sane,2024,5,14
KAR/VIJ/2024/1389,2024-12-14,02:05:00,fraud,"Reported incident of fraud at Near Sandal Chowk, Vijayapura.",under_investigation,Vijayapura,Vijayapura Rural PS,"Near Sandal Chowk, Vijayapura",16.8057,75.6687,Insp. Wazir Konda,2024,12,2
KAR/BEN/2024/1390,2025-01-02,23:43:00,assault,"Reported incident of assault at Near Kumer Path, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Kumer Path, Bengaluru Urban",13.0055,77.5427,Insp. Advika Mall,2025,1,23
KAR/UDU/2024/1391,2024-09-06,11:12:00,burglary,"Reported incident of burglary at Near Ganesan Chowk, Udupi.",open,Udupi,Udupi Rural PS,"Near Ganesan Chowk, Udupi",13.3799,74.6905,Insp. Henry Om,2024,9,11
KAR/BEN/2024/1392,2025-02-09,02:48:00,hit_and_run,"Reported incident of hit and run at Near Raj Path, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Raj Path, Bengaluru Urban",12.9773,77.6267,Insp. Tarak Khanna,2025,2,2
KAR/DAV/2024/1393,2024-03-15,00:02:00,burglary,"Reported incident of burglary at Near Rattan Road, Davangere.",chargesheeted,Davangere,Davangere Traffic PS,"Near Rattan Road, Davangere",14.5192,75.9018,Insp. Omya Bir,2024,3,0
KAR/MYS/2024/1394,2024-10-21,05:10:00,burglary,"Reported incident of burglary at Near Chakrabarti Circle, Mysuru.",open,Mysuru,Mysuru South PS,"Near Chakrabarti Circle, Mysuru",12.3506,76.5751,Insp. Utkarsh Dutt,2024,10,5
KAR/BID/2024/1395,2024-04-26,09:02:00,assault,"Reported incident of assault at Near Hora, Bidar.",under_investigation,Bidar,Bidar Rural PS,"Near Hora, Bidar",17.9713,77.4666,Insp. Devika Mukherjee,2024,4,9
KAR/TUM/2024/1396,2024-10-20,14:55:00,robbery,"Reported incident of robbery at Near Sathe Zila, Tumakuru. Suspect vehicle noticed with plate KA-16-N-9609.",chargesheeted,Tumakuru,Tumakuru Market PS,"Near Sathe Zila, Tumakuru",13.3259,77.0969,Insp. Daksha Bala,2024,10,14
KAR/BEN/2024/1397,2024-08-19,14:03:00,chain_snatching,"Reported incident of chain snatching at Near Kapadia Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-14-N-7189.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Kapadia Street, Bengaluru Urban",13.0094,77.5437,Insp. Aarav Sethi,2024,8,14
